Activity,Id_Leg,Checkin,Start,Dep,Arr,End,Checkout,Repouso Extra,Tempo Repouso Extra Diurno,Tempo Repouso Extra Noturno,Tempo Repouso Extra Especial Diurno,Tempo Repouso Extra Especial Noturno
AD4250,-F,23/04/2021 12:15,23/04/2021 17:36,CGH,REC,23/04/2021 20:29,23/04/2021 21:20,0 days 07:15:00,0 days 07:15:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
BUS,-IF,24/04/2021 21:30,24/04/2021 21:30,CGH,VCP,24/04/2021 23:30,24/04/2021 23:30,0 days 11:25:00,0 days 06:30:00,0 days 04:55:00,0 days 06:30:00,0 days 03:00:00
AD4361,-F,25/04/2021 22:55,26/04/2021 02:37,CGR,VCP,26/04/2021 04:59,26/04/2021 05:29,0 days 14:31:00,0 days 02:31:00,0 days 12:00:00,0 days 00:00:00,0 days 00:00:00
AD4234,-F,29/04/2021 12:40,29/04/2021 20:56,BEL,MCP,29/04/2021 21:54,29/04/2021 22:24,0 days 03:51:00,0 days 03:51:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4577,-F,30/04/2021 14:15,30/04/2021 19:09,BEL,CNF,30/04/2021 22:01,30/04/2021 22:52,0 days 08:08:00,0 days 07:08:00,0 days 01:00:00,0 days 07:08:00,0 days 01:00:00
AD4543,-IF,01/05/2021 19:00,01/05/2021 19:42,CNF,VCP,01/05/2021 20:50,01/05/2021 21:25,0 days 00:50:00,0 days 00:50:00,0 days 00:00:00,0 days 00:50:00,0 days 00:00:00
LNR24,-IF,02/06/2021 00:00,02/06/2021 00:00,VCP,VCP,03/06/2021 00:00,03/06/2021 00:00,35 days 12:00:00,17 days 18:00:00,17 days 18:00:00,2 days 18:00:00,2 days 15:00:00
LNR24,-IF,11/07/2021 00:00,11/07/2021 00:00,VCP,VCP,12/07/2021 00:00,12/07/2021 00:00,18 days 12:00:00,9 days 06:00:00,9 days 06:00:00,1 days 00:00:00,1 days 00:00:00
EAD,-IF,02/08/2021 16:10,02/08/2021 16:10,VCP,VCP,02/08/2021 18:10,02/08/2021 18:10,0 days 02:00:00,0 days 02:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
EAD,-IF,03/08/2021 17:10,03/08/2021 17:10,VCP,VCP,03/08/2021 18:10,03/08/2021 18:10,0 days 02:00:00,0 days 02:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
EAD,-IF,04/08/2021 17:10,04/08/2021 17:10,VCP,VCP,04/08/2021 18:10,04/08/2021 18:10,0 days 02:05:00,0 days 02:05:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
EAD,-IF,05/08/2021 18:00,05/08/2021 18:00,VCP,VCP,05/08/2021 18:15,05/08/2021 18:15,0 days 03:55:00,0 days 03:55:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
EAD,-IF,06/08/2021 16:55,06/08/2021 16:55,VCP,VCP,06/08/2021 17:10,06/08/2021 17:10,0 days 01:50:00,0 days 01:00:00,0 days 00:50:00,0 days 00:00:00,0 days 00:00:00
PC3,-IF,09/08/2021 10:00,09/08/2021 10:00,VCP,VCP,09/08/2021 11:00,09/08/2021 11:00,0 days 07:00:00,0 days 00:00:00,0 days 07:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,10/08/2021 06:00,10/08/2021 06:00,VCP,VCP,10/08/2021 10:00,10/08/2021 10:00,0 days 12:15:00,0 days 04:15:00,0 days 08:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,11/08/2021 10:15,11/08/2021 10:15,VCP,VCP,11/08/2021 14:15,11/08/2021 14:15,0 days 08:00:00,0 days 04:15:00,0 days 03:45:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,12/08/2021 10:15,12/08/2021 10:15,VCP,VCP,12/08/2021 14:15,12/08/2021 14:15,0 days 20:45:00,0 days 12:00:00,0 days 08:45:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,13/08/2021 23:00,13/08/2021 23:00,VCP,VCP,14/08/2021 03:00,14/08/2021 03:00,0 days 09:00:00,0 days 03:00:00,0 days 06:00:00,0 days 00:00:00,0 days 03:00:00
SFX,-IF,17/08/2021 06:00,17/08/2021 06:00,VCP,VCP,17/08/2021 10:00,17/08/2021 10:00,0 days 12:00:00,0 days 04:00:00,0 days 08:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,18/08/2021 14:30,18/08/2021 14:30,VCP,VCP,18/08/2021 18:30,18/08/2021 18:30,0 days 06:25:00,0 days 06:25:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4219,-F,19/08/2021 12:55,19/08/2021 21:45,CNF,POA,20/08/2021 00:04,20/08/2021 00:34,0 days 05:51:00,0 days 05:26:00,0 days 00:25:00,0 days 00:00:00,0 days 00:00:00
AD4850,-IF,20/08/2021 18:25,20/08/2021 19:09,POA,VCP,20/08/2021 20:46,20/08/2021 21:15,0 days 02:55:00,0 days 02:55:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2401,-F,21/08/2021 12:10,21/08/2021 17:46,NAT,VCP,21/08/2021 21:02,21/08/2021 21:32,0 days 00:33:00,0 days 00:33:00,0 days 00:00:00,0 days 00:33:00,0 days 00:00:00
AD4361,-F,23/08/2021 22:00,24/08/2021 02:24,CGR,VCP,24/08/2021 04:48,24/08/2021 05:18,0 days 19:17:00,0 days 07:17:00,0 days 12:00:00,0 days 00:00:00,0 days 00:00:00
AD4682,-F,25/08/2021 12:35,25/08/2021 18:01,REC,GYN,25/08/2021 20:37,25/08/2021 21:07,0 days 06:49:00,0 days 06:49:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4567,-IF,26/08/2021 15:56,26/08/2021 17:01,GYN,VCP,26/08/2021 18:40,26/08/2021 18:56,0 days 11:44:00,0 days 11:04:00,0 days 00:40:00,0 days 00:00:00,0 days 00:00:00
AD4555,-F,29/08/2021 22:15,30/08/2021 01:37,OPS,VCP,30/08/2021 04:53,30/08/2021 05:23,0 days 01:07:00,0 days 00:37:00,0 days 00:30:00,0 days 00:00:00,0 days 00:00:00
AD4431,-F,02/09/2021 05:28,02/09/2021 08:44,BSB,REC,02/09/2021 11:06,02/09/2021 11:36,0 days 07:51:00,0 days 01:27:00,0 days 06:24:00,0 days 00:00:00,0 days 00:00:00
AD4761,-F,03/09/2021 07:27,03/09/2021 13:06,VCP,VIX,03/09/2021 14:42,03/09/2021 15:12,0 days 01:18:00,0 days 00:00:00,0 days 01:18:00,0 days 00:00:00,0 days 00:00:00
AD4590,-F,04/09/2021 04:30,04/09/2021 09:09,VCP,RAO,04/09/2021 10:01,04/09/2021 10:31,0 days 05:49:00,0 days 00:00:00,0 days 05:49:00,0 days 00:00:00,0 days 05:49:00
AD2491,-F,05/09/2021 04:20,05/09/2021 08:51,MCZ,CGB,05/09/2021 11:12,05/09/2021 11:42,0 days 11:53:00,0 days 05:35:00,0 days 06:18:00,0 days 00:00:00,0 days 00:00:00
AD5041,-IF,06/09/2021 11:35,06/09/2021 12:10,CGB,VCP,06/09/2021 15:09,06/09/2021 15:39,0 days 00:51:00,0 days 00:00:00,0 days 00:51:00,0 days 00:00:00,0 days 00:51:00
AD4846,-F,10/09/2021 05:10,10/09/2021 10:59,VCP,POA,10/09/2021 12:41,10/09/2021 13:11,0 days 04:14:00,0 days 00:00:00,0 days 04:14:00,0 days 00:00:00,0 days 00:00:00
AD4769,-F,11/09/2021 05:25,11/09/2021 09:14,GRU,CGB,11/09/2021 10:42,11/09/2021 11:12,0 days 12:38:00,0 days 05:50:00,0 days 06:48:00,0 days 05:50:00,0 days 06:48:00
AD4915,-F,12/09/2021 11:50,12/09/2021 21:35,CGH,SSA,12/09/2021 23:47,13/09/2021 00:17,0 days 05:03:00,0 days 05:03:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4915,-F,13/09/2021 17:20,13/09/2021 21:32,CGH,SSA,13/09/2021 23:42,14/09/2021 00:12,0 days 01:18:00,0 days 01:18:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4140,-IF,14/09/2021 13:30,14/09/2021 14:05,SSA,VCP,14/09/2021 16:32,14/09/2021 17:02,0 days 00:48:00,0 days 00:00:00,0 days 00:48:00,0 days 00:00:00,0 days 00:00:00
AD4349,-F,20/09/2021 08:15,20/09/2021 13:19,FLN,XAP,20/09/2021 14:23,20/09/2021 14:53,0 days 02:17:00,0 days 00:00:00,0 days 02:17:00,0 days 00:00:00,0 days 00:00:00
AD4336,-F,21/09/2021 05:10,21/09/2021 09:03,VCP,CGB,21/09/2021 10:06,21/09/2021 10:40,0 days 12:55:00,0 days 05:35:00,0 days 07:20:00,0 days 00:00:00,0 days 00:00:00
AD4853,-F,22/09/2021 11:35,22/09/2021 22:15,VCP,VIX,22/09/2021 23:54,23/09/2021 00:15,0 days 16:15:00,0 days 05:45:00,0 days 10:30:00,0 days 00:00:00,0 days 00:00:00
AD4303,-F,24/09/2021 04:30,24/09/2021 10:54,POA,VCP,24/09/2021 12:28,24/09/2021 13:00,0 days 00:45:00,0 days 00:00:00,0 days 00:45:00,0 days 00:00:00,0 days 00:00:00
AD4171,-IF,27/09/2021 08:35,27/09/2021 09:09,VCP,XAP,27/09/2021 10:34,27/09/2021 11:04,0 days 06:06:00,0 days 00:00:00,0 days 06:06:00,0 days 00:00:00,0 days 00:00:00
AD4336,-F,28/09/2021 05:10,28/09/2021 09:01,VCP,CGB,28/09/2021 10:01,28/09/2021 10:40,0 days 02:35:00,0 days 00:00:00,0 days 02:35:00,0 days 00:00:00,0 days 00:00:00
AD2738,-F,29/09/2021 01:15,29/09/2021 08:07,CNF,SSA,29/09/2021 09:44,29/09/2021 10:20,0 days 13:25:00,0 days 05:45:00,0 days 07:40:00,0 days 00:00:00,0 days 00:00:00
AD2983,-F,30/09/2021 11:45,30/09/2021 19:16,CGB,VCP,30/09/2021 22:20,30/09/2021 22:50,0 days 00:45:00,0 days 00:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4463,-F,03/10/2021 07:15,03/10/2021 15:09,ATM,BEL,03/10/2021 16:12,03/10/2021 16:42,0 days 07:28:00,0 days 06:10:00,0 days 01:18:00,0 days 00:00:00,0 days 00:00:00
AD4231,-F,04/10/2021 12:10,04/10/2021 14:42,IMP,BEL,04/10/2021 15:52,04/10/2021 16:22,0 days 08:03:00,0 days 06:25:00,0 days 01:38:00,0 days 00:00:00,0 days 00:00:00
AD4545,-F,05/10/2021 12:25,05/10/2021 20:18,MAO,PVH,05/10/2021 21:37,05/10/2021 22:07,0 days 11:53:00,0 days 07:53:00,0 days 04:00:00,0 days 00:00:00,0 days 00:00:00
AD2649,-F,06/10/2021 22:00,07/10/2021 02:04,MAO,REC,07/10/2021 06:54,07/10/2021 07:30,0 days 02:30:00,0 days 00:00:00,0 days 02:30:00,0 days 00:00:00,0 days 00:00:00
AD2953,-F,07/10/2021 22:00,08/10/2021 01:54,THE,VCP,08/10/2021 05:03,08/10/2021 05:40,0 days 06:20:00,0 days 00:20:00,0 days 06:00:00,0 days 00:00:00,0 days 00:00:00
AD2723,-F,11/10/2021 07:45,11/10/2021 12:30,REC,SLZ,11/10/2021 14:25,11/10/2021 14:55,0 days 21:50:00,0 days 12:00:00,0 days 09:50:00,0 days 12:00:00,0 days 06:05:00
AD4360,-F,13/10/2021 00:45,13/10/2021 05:09,SLZ,REC,13/10/2021 07:01,13/10/2021 07:45,0 days 01:45:00,0 days 00:00:00,0 days 01:45:00,0 days 00:00:00,0 days 00:00:00
AD2953,-F,13/10/2021 21:30,14/10/2021 01:50,THE,VCP,14/10/2021 04:58,14/10/2021 05:40,0 days 12:21:00,0 days 00:21:00,0 days 12:00:00,0 days 00:00:00,0 days 00:00:00
AD4268,-IF,16/10/2021 13:25,16/10/2021 14:01,VCP,RAO,16/10/2021 15:00,16/10/2021 15:30,0 days 00:50:00,0 days 00:00:00,0 days 00:50:00,0 days 00:00:00,0 days 00:50:00
AD2491,-F,17/10/2021 04:20,17/10/2021 08:54,MCZ,CGB,17/10/2021 11:10,17/10/2021 11:40,0 days 01:40:00,0 days 00:00:00,0 days 01:40:00,0 days 00:00:00,0 days 00:00:00
AD4522,-F,18/10/2021 01:20,18/10/2021 06:08,GRU,CNF,18/10/2021 07:12,18/10/2021 10:10,0 days 10:05:00,0 days 02:15:00,0 days 07:50:00,0 days 00:00:00,0 days 00:00:00
AD4423,-F,19/10/2021 08:15,19/10/2021 14:11,OPS,CGB,19/10/2021 15:15,19/10/2021 15:45,0 days 04:05:00,0 days 01:50:00,0 days 02:15:00,0 days 00:00:00,0 days 00:00:00
AD4518,-F,20/10/2021 07:50,20/10/2021 16:52,MCZ,VCP,20/10/2021 19:54,20/10/2021 20:20,0 days 00:45:00,0 days 00:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4555,-F,22/10/2021 22:35,23/10/2021 01:55,OPS,VCP,23/10/2021 05:10,23/10/2021 05:40,0 days 00:55:00,0 days 00:20:00,0 days 00:35:00,0 days 00:00:00,0 days 00:00:00
AD4942,-F,29/10/2021 05:20,29/10/2021 08:12,VCP,SSA,29/10/2021 10:22,29/10/2021 10:52,0 days 03:18:00,0 days 00:00:00,0 days 03:18:00,0 days 00:00:00,0 days 00:00:00
AD9045,-IF,30/10/2021 02:10,30/10/2021 03:15,SSA,POA,30/10/2021 06:46,30/10/2021 07:16,0 days 09:24:00,0 days 00:00:00,0 days 09:24:00,0 days 00:00:00,0 days 07:40:00
AD4026,-IF,31/10/2021 04:40,31/10/2021 05:19,POA,VCP,31/10/2021 06:53,31/10/2021 07:23,0 days 00:37:00,0 days 00:00:00,0 days 00:37:00,0 days 00:00:00,0 days 00:37:00
AD4345,-F,08/12/2021 07:45,08/12/2021 14:03,PVH,CGB,08/12/2021 16:03,08/12/2021 16:33,0 days 05:42:00,0 days 04:15:00,0 days 01:27:00,0 days 00:00:00,0 days 00:00:00
AD4339,-F,09/12/2021 10:15,09/12/2021 17:04,CGB,VCP,09/12/2021 20:05,09/12/2021 20:35,0 days 03:10:00,0 days 03:10:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2402,-F,12/12/2021 07:00,12/12/2021 10:30,BPS,VCP,12/12/2021 12:34,12/12/2021 13:04,0 days 06:16:00,0 days 01:20:00,0 days 04:56:00,0 days 00:00:00,0 days 00:00:00
AD2705,-F,13/12/2021 07:20,13/12/2021 14:52,MCP,BEL,13/12/2021 15:52,13/12/2021 16:22,0 days 11:53:00,0 days 10:15:00,0 days 01:38:00,0 days 00:00:00,0 days 00:00:00
AD2954,-F,14/12/2021 16:15,14/12/2021 21:44,VCP,BEL,15/12/2021 01:00,15/12/2021 01:30,0 days 12:10:00,0 days 04:30:00,0 days 07:40:00,0 days 00:00:00,0 days 00:00:00
AD4049,-F,16/12/2021 01:40,16/12/2021 08:48,VCP,CNF,16/12/2021 09:57,16/12/2021 10:27,0 days 11:23:00,0 days 03:50:00,0 days 07:33:00,0 days 00:00:00,0 days 00:00:00
AD4328,-IF,17/12/2021 09:50,17/12/2021 11:02,CNF,VCP,17/12/2021 12:22,17/12/2021 12:52,0 days 00:23:00,0 days 00:00:00,0 days 00:23:00,0 days 00:00:00,0 days 00:00:00
AD4463,-F,20/12/2021 07:35,20/12/2021 15:31,ATM,BEL,20/12/2021 16:31,20/12/2021 17:01,0 days 07:14:00,0 days 06:15:00,0 days 00:59:00,0 days 00:00:00,0 days 00:00:00
AD2705,-F,21/12/2021 12:15,21/12/2021 17:25,BEL,VCP,21/12/2021 20:55,21/12/2021 21:25,0 days 00:20:00,0 days 00:20:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2810,-IF,25/12/2021 13:05,25/12/2021 13:42,VCP,REC,25/12/2021 16:44,25/12/2021 17:14,0 days 15:51:00,0 days 12:00:00,0 days 03:51:00,0 days 12:00:00,0 days 03:46:00
AD2648,-IF,26/12/2021 21:05,26/12/2021 23:04,REC,MAO,27/12/2021 02:09,27/12/2021 02:39,0 days 10:46:00,0 days 03:21:00,0 days 07:25:00,0 days 00:00:00,0 days 00:00:00
AD2649,-IF,28/12/2021 01:25,28/12/2021 02:22,MAO,REC,28/12/2021 07:25,28/12/2021 07:55,0 days 11:50:00,0 days 01:45:00,0 days 10:05:00,0 days 00:00:00,0 days 00:00:00
AD9807,-IF,29/12/2021 07:45,29/12/2021 09:53,REC,VCP,29/12/2021 13:07,29/12/2021 13:37,0 days 07:43:00,0 days 03:20:00,0 days 04:23:00,0 days 00:00:00,0 days 00:00:00
AD4915,-F,05/01/2022 13:20,05/01/2022 22:08,CGH,SSA,06/01/2022 00:25,06/01/2022 00:55,0 days 01:10:00,0 days 01:10:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD9118,-F,06/01/2022 14:05,06/01/2022 22:04,CNF,MCZ,07/01/2022 00:23,07/01/2022 00:53,0 days 01:12:00,0 days 01:12:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4527,-IF,07/01/2022 14:05,07/01/2022 14:37,MCZ,REC,07/01/2022 15:24,07/01/2022 15:54,0 days 03:46:00,0 days 01:40:00,0 days 02:06:00,0 days 00:00:00,0 days 00:00:00
AD2578,-F,08/01/2022 07:40,08/01/2022 14:26,CNF,NAT,08/01/2022 17:10,08/01/2022 17:40,0 days 00:20:00,0 days 00:00:00,0 days 00:20:00,0 days 00:00:00,0 days 00:20:00
AD2599,-IF,09/01/2022 06:00,09/01/2022 06:56,NAT,VCP,09/01/2022 10:18,09/01/2022 10:48,0 days 01:12:00,0 days 00:00:00,0 days 01:12:00,0 days 00:00:00,0 days 00:00:00
DMI24,-IF,13/01/2022 00:00,13/01/2022 00:00,VCP,VCP,14/01/2022 00:00,14/01/2022 00:00,2 days 21:40:00,1 days 09:40:00,1 days 12:00:00,0 days 12:00:00,0 days 12:00:00
AD2619,-F,19/01/2022 07:32,19/01/2022 14:56,SLZ,BEL,19/01/2022 16:05,19/01/2022 16:35,0 days 11:30:00,0 days 10:05:00,0 days 01:25:00,0 days 00:00:00,0 days 00:00:00
AD2624,-F,20/01/2022 16:05,20/01/2022 22:09,GRU,GRU,20/01/2022 22:21,20/01/2022 22:51,0 days 02:09:00,0 days 02:09:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
BUS,-IF,21/01/2022 13:00,21/01/2022 13:00,GRU,VCP,21/01/2022 15:00,21/01/2022 15:00,0 days 01:00:00,0 days 00:00:00,0 days 01:00:00,0 days 00:00:00,0 days 00:00:00
AD4433,-F,22/01/2022 07:15,22/01/2022 17:33,STM,BEL,22/01/2022 18:47,22/01/2022 19:17,0 days 00:18:00,0 days 00:18:00,0 days 00:00:00,0 days 00:18:00,0 days 00:00:00
AD2640,-IF,23/01/2022 07:35,23/01/2022 08:03,BEL,VCP,23/01/2022 11:31,23/01/2022 12:01,0 days 10:59:00,0 days 05:00:00,0 days 05:59:00,0 days 00:00:00,0 days 00:00:00
AD4341,-F,26/01/2022 22:45,27/01/2022 01:49,CGB,VCP,27/01/2022 04:58,27/01/2022 05:28,0 days 06:32:00,0 days 00:32:00,0 days 06:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,31/01/2022 10:15,31/01/2022 10:15,VCP,VCP,31/01/2022 14:15,31/01/2022 14:15,0 days 12:15:00,0 days 08:30:00,0 days 03:45:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,01/02/2022 14:30,01/02/2022 14:30,VCP,VCP,01/02/2022 18:30,01/02/2022 18:30,0 days 00:30:00,0 days 00:30:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD9103,-F,04/02/2022 13:30,04/02/2022 22:02,SDU,POA,05/02/2022 00:01,05/02/2022 00:31,0 days 06:19:00,0 days 05:29:00,0 days 00:50:00,0 days 00:00:00,0 days 00:00:00
AD4823,-F,05/02/2022 18:50,05/02/2022 22:10,SDU,REC,06/02/2022 00:51,06/02/2022 01:21,0 days 03:19:00,0 days 03:19:00,0 days 00:00:00,0 days 03:19:00,0 days 00:00:00
AD4208,-F,06/02/2022 16:40,06/02/2022 21:41,SDU,CWB,06/02/2022 23:03,06/02/2022 23:33,0 days 07:12:00,0 days 06:27:00,0 days 00:45:00,0 days 00:00:00,0 days 00:00:00
AD4248,-F,07/02/2022 18:45,07/02/2022 22:08,SDU,POA,08/02/2022 00:12,08/02/2022 00:42,0 days 05:48:00,0 days 05:18:00,0 days 00:30:00,0 days 00:00:00,0 days 00:00:00
AD4850,-IF,08/02/2022 18:30,08/02/2022 19:00,POA,VCP,08/02/2022 20:50,08/02/2022 21:20,0 days 00:45:00,0 days 00:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2921,-IF,18/02/2022 12:00,18/02/2022 13:04,VCP,POA,18/02/2022 14:41,18/02/2022 15:11,0 days 02:19:00,0 days 00:00:00,0 days 02:19:00,0 days 00:00:00,0 days 00:00:00
AD2926,-F,19/02/2022 05:30,19/02/2022 08:47,SDU,REC,19/02/2022 11:43,19/02/2022 12:13,0 days 03:52:00,0 days 00:00:00,0 days 03:52:00,0 days 00:00:00,0 days 03:52:00
AD2926,-F,20/02/2022 04:05,20/02/2022 08:39,SDU,REC,20/02/2022 11:27,20/02/2022 11:57,0 days 12:13:00,0 days 06:10:00,0 days 06:03:00,0 days 00:00:00,0 days 00:00:00
AD4087,-F,21/02/2022 12:10,21/02/2022 16:55,SDU,VCP,21/02/2022 17:55,21/02/2022 18:25,0 days 06:35:00,0 days 06:35:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
ROP,-IF,22/02/2022 13:00,22/02/2022 13:00,VCP,VCP,22/02/2022 14:00,22/02/2022 14:00,0 days 09:40:00,0 days 05:40:00,0 days 04:00:00,0 days 00:00:00,0 days 00:00:00
P12,-IF,25/02/2022 12:00,25/02/2022 12:00,VCP,VCP,25/02/2022 15:00,25/02/2022 15:00,0 days 04:10:00,0 days 01:10:00,0 days 03:00:00,0 days 00:00:00,0 days 00:00:00
AD4823,-F,26/02/2022 07:10,26/02/2022 14:52,SDU,REC,26/02/2022 17:38,26/02/2022 18:08,0 days 01:47:00,0 days 01:47:00,0 days 00:00:00,0 days 01:47:00,0 days 00:00:00
AD2641,-F,27/02/2022 07:55,27/02/2022 13:02,SDU,REC,27/02/2022 15:42,27/02/2022 16:12,0 days 03:43:00,0 days 01:55:00,0 days 01:48:00,0 days 00:00:00,0 days 00:00:00
AD2641,-F,28/02/2022 07:55,28/02/2022 12:55,SDU,REC,28/02/2022 15:35,28/02/2022 16:05,0 days 03:40:00,0 days 01:45:00,0 days 01:55:00,0 days 01:45:00,0 days 01:55:00
AD2641,-F,01/03/2022 07:45,01/03/2022 15:51,SDU,REC,01/03/2022 18:35,01/03/2022 19:05,0 days 00:40:00,0 days 00:40:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2656,-F,02/03/2022 07:45,02/03/2022 14:33,SDU,VCP,02/03/2022 15:43,02/03/2022 16:13,0 days 01:17:00,0 days 00:00:00,0 days 01:17:00,0 days 00:00:00,0 days 00:00:00
AD2409,-F,05/03/2022 12:00,05/03/2022 18:00,BPS,VCP,05/03/2022 19:55,05/03/2022 20:25,0 days 01:36:00,0 days 01:36:00,0 days 00:00:00,0 days 01:36:00,0 days 00:00:00
AD2652,-F,11/03/2022 19:35,12/03/2022 02:38,REC,NAT,12/03/2022 03:40,12/03/2022 04:10,0 days 00:40:00,0 days 00:40:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2401,-IF,12/03/2022 16:50,12/03/2022 21:38,NAT,VCP,13/03/2022 01:00,13/03/2022 01:30,0 days 00:30:00,0 days 00:30:00,0 days 00:00:00,0 days 00:30:00,0 days 00:00:00
AD4865,-F,13/03/2022 16:05,13/03/2022 20:06,IGU,VCP,13/03/2022 21:36,13/03/2022 22:06,0 days 04:54:00,0 days 04:54:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2684,-F,14/03/2022 15:00,14/03/2022 18:16,SDU,REC,14/03/2022 20:58,14/03/2022 21:28,0 days 02:22:00,0 days 02:22:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4087,-F,15/03/2022 11:50,15/03/2022 17:00,SDU,VCP,15/03/2022 18:14,15/03/2022 18:44,0 days 19:06:00,0 days 11:16:00,0 days 07:50:00,0 days 00:00:00,0 days 00:00:00
AD2697,-F,21/03/2022 17:24,21/03/2022 23:18,VCP,THE,22/03/2022 02:12,22/03/2022 02:42,1 days 01:43:00,0 days 13:43:00,0 days 12:00:00,0 days 00:00:00,0 days 00:00:00
AD4372,-F,23/03/2022 16:25,23/03/2022 23:38,VCP,SSA,24/03/2022 01:47,24/03/2022 02:17,0 days 03:03:00,0 days 03:03:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4915,-F,24/03/2022 17:20,24/03/2022 21:31,CGH,SSA,24/03/2022 23:51,25/03/2022 00:21,0 days 02:09:00,0 days 02:09:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4612,-F,25/03/2022 14:30,25/03/2022 18:00,REC,BSB,25/03/2022 20:44,25/03/2022 21:14,0 days 00:51:00,0 days 00:51:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2560,-F,26/03/2022 10:05,26/03/2022 17:35,MCZ,VCP,26/03/2022 20:31,26/03/2022 21:01,0 days 00:54:00,0 days 00:54:00,0 days 00:00:00,0 days 00:54:00,0 days 00:00:00
AD2749,-F,28/03/2022 12:20,28/03/2022 19:44,GRU,REC,28/03/2022 22:41,28/03/2022 23:11,0 days 00:39:00,0 days 00:39:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4283,-IF,29/03/2022 11:50,29/03/2022 12:50,REC,CNF,29/03/2022 15:32,29/03/2022 16:02,0 days 03:58:00,0 days 02:00:00,0 days 01:58:00,0 days 00:00:00,0 days 00:00:00
AD4574,-IF,30/03/2022 08:00,30/03/2022 08:40,CNF,BEL,30/03/2022 11:38,30/03/2022 12:08,0 days 01:22:00,0 days 00:00:00,0 days 01:22:00,0 days 00:00:00,0 days 00:00:00
AD4188,-F,31/03/2022 01:30,31/03/2022 06:05,CNF,VCP,31/03/2022 07:18,31/03/2022 07:48,0 days 04:12:00,0 days 00:00:00,0 days 04:12:00,0 days 00:00:00,0 days 00:00:00
AD2810,-IF,01/04/2022 12:25,01/04/2022 13:38,VCP,REC,01/04/2022 16:39,01/04/2022 17:09,0 days 02:36:00,0 days 01:45:00,0 days 00:51:00,0 days 00:00:00,0 days 00:00:00
AD4508,-IF,02/04/2022 07:45,02/04/2022 08:31,REC,VCP,02/04/2022 11:37,02/04/2022 12:07,0 days 00:53:00,0 days 00:00:00,0 days 00:53:00,0 days 00:00:00,0 days 00:53:00
AD4853,-F,14/04/2022 16:10,14/04/2022 22:52,VCP,VIX,15/04/2022 00:30,15/04/2022 01:00,0 days 04:45:00,0 days 04:45:00,0 days 00:00:00,0 days 04:45:00,0 days 00:00:00
AD4219,-F,15/04/2022 17:45,15/04/2022 22:25,CNF,POA,16/04/2022 00:45,16/04/2022 01:15,0 days 02:05:00,0 days 02:05:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4332,-F,16/04/2022 15:20,16/04/2022 18:41,VCP,REC,16/04/2022 21:41,16/04/2022 22:11,0 days 02:29:00,0 days 02:29:00,0 days 00:00:00,0 days 02:29:00,0 days 00:00:00
AD4254,-F,17/04/2022 12:40,17/04/2022 22:20,REC,FOR,17/04/2022 23:52,18/04/2022 00:22,0 days 02:03:00,0 days 02:03:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
