Activity,Id_Leg,Checkin,Start,End,Checkout,Tempo Solo
AD4479,-I,2022-10-05 05:35:00,2022-10-05 06:08:00,2022-10-05 07:46:00,2022-10-05 11:57:00,0 days 01:03:00
AD2990,-I,2022-10-06 12:05:00,2022-10-06 13:10:00,2022-10-06 16:06:00,2022-10-06 22:15:00,0 days 01:02:00
AD4796,-M,2022-10-06 12:05:00,2022-10-06 17:08:00,2022-10-06 18:54:00,2022-10-06 22:15:00,0 days 00:46:00
AD4070,-I,2022-10-07 11:55:00,2022-10-07 12:36:00,2022-10-07 13:34:00,2022-10-07 23:15:00,0 days 02:44:00
AD4281,-M,2022-10-07 11:55:00,2022-10-07 16:18:00,2022-10-07 18:07:00,2022-10-07 23:15:00,0 days 01:07:00
AD4175,-M,2022-10-07 11:55:00,2022-10-07 19:14:00,2022-10-07 20:22:00,2022-10-07 23:15:00,0 days 00:49:00
AD2695,-M,2022-10-13 06:45:00,2022-10-13 07:54:00,2022-10-13 09:18:00,2022-10-13 15:23:00,0 days 01:26:00
AD9802,-M,2022-10-13 06:45:00,2022-10-13 10:44:00,2022-10-13 12:20:00,2022-10-13 15:23:00,0 days 00:52:00
AD4431,-I,2022-10-14 08:35:00,2022-10-14 09:17:00,2022-10-14 11:48:00,2022-10-14 18:42:00,0 days 00:42:00
AD2723,-M,2022-10-14 08:35:00,2022-10-14 12:30:00,2022-10-14 14:27:00,2022-10-14 18:42:00,0 days 00:45:00
AD2636,-I,2022-10-15 07:15:00,2022-10-15 08:09:00,2022-10-15 09:33:00,2022-10-15 16:30:00,0 days 01:28:00
AD2464,-M,2022-10-15 07:15:00,2022-10-15 11:01:00,2022-10-15 13:01:00,2022-10-15 16:30:00,0 days 00:53:00
AD4200,-I,2022-10-16 07:40:00,2022-10-16 08:16:00,2022-10-16 11:14:00,2022-10-16 14:33:00,0 days 01:11:00
AD4161,-I,2022-10-17 05:10:00,2022-10-17 05:42:00,2022-10-17 07:15:00,2022-10-17 13:48:00,0 days 02:51:00
AD4379,-I,2022-10-20 15:30:00,2022-10-20 16:00:00,2022-10-20 19:18:00,2022-10-21 01:30:00,0 days 01:34:00
AD4308,-M,2022-10-20 15:30:00,2022-10-20 20:52:00,2022-10-20 22:39:00,2022-10-21 01:30:00,0 days 00:40:00
AD4591,-I,2022-10-21 15:10:00,2022-10-21 16:01:00,2022-10-21 18:08:00,2022-10-21 23:09:00,0 days 01:06:00
AD2863,-M,2022-10-21 15:10:00,2022-10-21 19:14:00,2022-10-21 20:33:00,2022-10-21 23:09:00,0 days 00:46:00
AD4942,-I,2022-10-27 05:10:00,2022-10-27 06:06:00,2022-10-27 08:17:00,2022-10-27 12:04:00,0 days 00:53:00
AD4342,-I,2022-10-31 10:55:00,2022-10-31 11:24:00,2022-10-31 13:15:00,2022-10-31 20:25:00,0 days 00:53:00
AD4345,-M,2022-10-31 10:55:00,2022-10-31 14:08:00,2022-10-31 16:04:00,2022-10-31 20:25:00,0 days 00:51:00
AD4796,-I,2022-11-04 16:25:00,2022-11-04 17:04:00,2022-11-04 18:55:00,2022-11-05 00:52:00,0 days 00:47:00
AD2830,-M,2022-11-04 16:25:00,2022-11-04 19:42:00,2022-11-04 21:24:00,2022-11-05 00:52:00,0 days 00:56:00
AD2917,-I,2022-11-05 14:35:00,2022-11-05 15:14:00,2022-11-05 16:38:00,2022-11-06 00:32:00,0 days 00:57:00
AD4631,-M,2022-11-05 14:35:00,2022-11-05 17:35:00,2022-11-05 20:27:00,2022-11-06 00:32:00,0 days 01:35:00
AD4667,-I,2022-11-07 14:30:00,2022-11-07 15:31:00,2022-11-07 16:41:00,2022-11-07 22:11:00,0 days 00:37:00
AD4852,-M,2022-11-07 14:30:00,2022-11-07 17:18:00,2022-11-07 19:05:00,2022-11-07 22:11:00,0 days 00:53:00
AD4917,-I,2022-11-08 14:10:00,2022-11-08 15:03:00,2022-11-08 16:17:00,2022-11-08 22:57:00,0 days 01:13:00
AD4239,-M,2022-11-08 14:10:00,2022-11-08 17:30:00,2022-11-08 18:54:00,2022-11-08 22:57:00,0 days 00:35:00
AD4310,-I,2022-11-16 04:55:00,2022-11-16 06:03:00,2022-11-16 07:52:00,2022-11-16 12:24:00,0 days 00:45:00
AD4301,-M,2022-11-16 04:55:00,2022-11-16 08:37:00,2022-11-16 10:05:00,2022-11-16 12:24:00,0 days 01:18:00
AD4125,-I,2022-11-17 12:15:00,2022-11-17 13:01:00,2022-11-17 15:33:00,2022-11-18 00:53:00,0 days 00:51:00
AD4776,-M,2022-11-17 12:15:00,2022-11-17 16:24:00,2022-11-17 17:39:00,2022-11-18 00:53:00,0 days 01:25:00
AD4241,-M,2022-11-17 12:15:00,2022-11-17 19:04:00,2022-11-17 21:34:00,2022-11-18 00:53:00,0 days 01:25:00
AD4036,-I,2022-11-18 19:30:00,2022-11-18 20:11:00,2022-11-18 21:29:00,2022-11-19 03:39:00,0 days 00:41:00
AD4646,-M,2022-11-18 19:30:00,2022-11-18 22:10:00,2022-11-19 00:54:00,2022-11-19 03:39:00,0 days 01:04:00
AD4684,-M,2022-11-22 12:00:00,2022-11-22 15:15:00,2022-11-22 16:22:00,2022-11-22 22:13:00,0 days 00:46:00
AD2916,-M,2022-11-22 12:00:00,2022-11-22 17:08:00,2022-11-22 18:11:00,2022-11-22 22:13:00,0 days 02:14:00
AD4751,-I,2022-11-23 18:10:00,2022-11-23 18:59:00,2022-11-23 19:59:00,2022-11-24 00:28:00,0 days 01:59:00
AD4350,-I,2022-11-28 08:00:00,2022-11-28 08:58:00,2022-11-28 09:59:00,2022-11-28 15:42:00,0 days 01:00:00
AD4351,-M,2022-11-28 08:00:00,2022-11-28 10:59:00,2022-11-28 12:15:00,2022-11-28 15:42:00,0 days 01:18:00
AD2785,-I,2022-11-29 05:35:00,2022-11-29 06:14:00,2022-11-29 08:05:00,2022-11-29 12:26:00,0 days 02:02:00
AD4479,-I,2022-11-30 05:35:00,2022-11-30 06:14:00,2022-11-30 07:51:00,2022-11-30 12:31:00,0 days 02:05:00
AD4028,-I,2022-12-01 11:25:00,2022-12-01 12:48:00,2022-12-01 14:44:00,2022-12-01 22:04:00,0 days 01:07:00
AD4087,-M,2022-12-01 11:25:00,2022-12-01 15:51:00,2022-12-01 17:10:00,2022-12-01 22:04:00,0 days 01:01:00
AD2944,-M,2022-12-01 11:25:00,2022-12-01 18:11:00,2022-12-01 19:28:00,2022-12-01 22:04:00,0 days 00:48:00
AD4350,-I,2022-12-09 08:00:00,2022-12-09 09:03:00,2022-12-09 10:06:00,2022-12-09 15:27:00,0 days 01:02:00
AD4351,-M,2022-12-09 08:00:00,2022-12-09 11:08:00,2022-12-09 12:37:00,2022-12-09 15:27:00,0 days 01:04:00
AD4617,-I,2022-12-10 05:00:00,2022-12-10 05:34:00,2022-12-10 06:58:00,2022-12-10 11:46:00,0 days 01:31:00
AD4617,-I,2022-12-13 04:45:00,2022-12-13 05:17:00,2022-12-13 06:37:00,2022-12-13 10:42:00,0 days 01:14:00
AD4045,-I,2022-12-16 09:50:00,2022-12-16 10:47:00,2022-12-16 12:05:00,2022-12-16 20:51:00,0 days 01:17:00
AD2681,-M,2022-12-16 09:50:00,2022-12-16 13:22:00,2022-12-16 14:41:00,2022-12-16 20:51:00,0 days 01:05:00
AD4684,-M,2022-12-16 09:50:00,2022-12-16 15:46:00,2022-12-16 16:52:00,2022-12-16 20:51:00,0 days 00:51:00
AD2916,-M,2022-12-16 09:50:00,2022-12-16 17:43:00,2022-12-16 18:47:00,2022-12-16 20:51:00,0 days 00:42:00
AD2326,-I,2022-12-17 15:20:00,2022-12-17 15:57:00,2022-12-17 19:31:00,2022-12-18 01:24:00,0 days 01:02:00
AD4726,-I,2022-12-19 10:25:00,2022-12-19 11:06:00,2022-12-19 12:41:00,2022-12-19 21:33:00,0 days 01:34:00
AD4025,-M,2022-12-19 10:25:00,2022-12-19 14:15:00,2022-12-19 17:07:00,2022-12-19 21:33:00,0 days 00:56:00
AD9002,-I,2022-12-21 13:30:00,2022-12-21 14:36:00,2022-12-21 15:40:00,2022-12-22 00:41:00,0 days 01:39:00
AD4796,-M,2022-12-21 13:30:00,2022-12-21 17:19:00,2022-12-21 19:17:00,2022-12-22 00:41:00,0 days 01:12:00
AD2830,-M,2022-12-21 13:30:00,2022-12-21 20:29:00,2022-12-21 22:11:00,2022-12-22 00:41:00,0 days 00:40:00
AD4166,-I,2022-12-22 14:45:00,2022-12-22 15:14:00,2022-12-22 16:18:00,2022-12-22 19:16:00,0 days 01:21:00
AD4512,-I,2022-12-23 15:45:00,2022-12-23 16:50:00,2022-12-23 20:18:00,2022-12-24 00:56:00,0 days 02:04:00
AD5098,-I,2022-12-27 11:05:00,2022-12-27 11:39:00,2022-12-27 13:22:00,2022-12-27 22:07:00,0 days 01:54:00
AD4996,-M,2022-12-27 11:05:00,2022-12-27 15:16:00,2022-12-27 16:57:00,2022-12-27 22:07:00,0 days 00:49:00
AD4847,-M,2022-12-27 11:05:00,2022-12-27 17:46:00,2022-12-27 19:29:00,2022-12-27 22:07:00,0 days 00:58:00
AD4890,-I,2022-12-28 13:00:00,2022-12-28 14:11:00,2022-12-28 16:39:00,2022-12-28 22:33:00,0 days 00:59:00
AD4540,-I,2022-12-30 06:40:00,2022-12-30 08:03:00,2022-12-30 08:57:00,2022-12-30 11:32:00,0 days 00:52:00
